"SeniorCitizen","tenure","MultipleLines","OnlineSecurity","StreamingTV","StreamingMovies","Contract","PaperlessBilling","MonthlyCharges","numTechTickets"
"1",7,1,2,2,2,"1","1",20.65,0
"1",3,1,1,3,3,"1","1",95.4,0
"1",72,1,2,2,2,"3","1",21,0
"1",19,1,1,1,3,"1","2",56.2,0
"1",59,1,2,2,2,"3","1",18.4,0
"1",2,1,1,1,3,"1","1",90,0
"1",35,3,2,2,2,"1","2",25.75,0
"1",14,1,2,2,2,"1","1",19.6,0
"1",14,1,1,1,1,"1","1",75.35,0
"1",69,1,2,2,2,"3","1",19.8,0
"2",7,3,3,1,1,"1","1",64.2,0
"1",69,1,3,3,1,"3","2",75.75,0
"1",72,3,1,3,3,"3","2",78.95,0
"1",8,3,1,3,3,"1","1",100.85,0
"1",4,1,3,1,1,"1","1",50.3,0
"1",63,1,1,1,1,"1","2",80.3,0
"1",72,1,2,2,2,"3","1",19.85,0
"1",46,1,2,2,2,"3","2",21.1,0
"1",5,1,1,1,1,"1","1",69.95,0
"1",30,1,1,1,1,"1","2",50,0
"1",63,3,1,3,3,"3","2",104.75,0
"1",60,1,2,2,2,"3","1",19.85,0
"1",63,3,1,3,3,"2","2",107.5,6
"1",25,1,1,3,1,"1","1",85.9,0
"1",1,1,1,1,1,"1","2",45.85,0
"2",6,3,1,1,1,"1","2",80.8,0
"1",22,3,2,2,2,"3","1",25.25,0
"1",31,3,1,3,3,"3","1",80.55,0
"1",39,1,1,1,1,"1","2",81.5,0
"1",26,1,2,2,2,"1","1",20.9,0
"1",53,1,3,3,3,"2","2",106.1,5
"1",1,1,1,3,1,"1","1",91.7,0
"1",12,3,3,1,1,"1","2",67.25,0
"1",16,3,1,1,3,"1","2",95.6,1
"1",2,1,2,2,2,"1","1",20.35,0
"1",39,2,3,3,1,"2","1",45.05,0
"1",1,3,1,1,1,"1","2",74.95,0
"1",7,2,3,1,1,"1","1",34.65,0
"2",4,1,1,1,1,"1","1",69.35,0
"2",10,3,1,3,3,"1","2",95.35,1
"1",55,1,1,1,1,"1","2",81.55,0
"1",72,1,1,3,3,"3","2",75.4,0
"1",10,1,1,3,3,"1","2",67.8,0
"2",11,3,1,3,3,"1","2",111.4,0
"1",15,1,1,1,1,"1","1",46.3,0
"1",23,1,2,2,2,"3","1",20.4,0
"1",1,1,2,2,2,"1","1",20.05,0
"2",3,1,1,1,1,"1","1",45,0
"1",47,1,3,1,3,"2","2",96.1,0
"1",15,1,2,2,2,"2","1",19.65,0
"1",66,1,1,3,3,"1","1",99.5,8
"2",68,1,1,1,1,"2","2",60.65,0
"1",17,1,1,3,3,"2","1",98.6,1
"1",7,1,1,3,1,"1","2",59.5,0
"2",12,1,1,1,3,"1","2",80.45,0
"2",21,3,1,1,3,"2","1",71.7,0
"1",21,2,1,1,1,"1","2",36,0
"1",56,3,3,3,1,"2","1",65.2,2
"1",6,3,1,1,1,"1","2",48.95,0
"2",65,2,1,3,3,"3","2",53.5,0
"1",42,3,3,3,3,"2","1",80.45,0
"1",68,3,3,3,3,"3","2",109.05,0
"1",48,3,2,2,2,"3","1",26.3,0
"2",50,3,1,3,3,"2","2",106.8,0
"2",7,1,1,3,1,"1","2",64.95,0
"1",63,1,2,2,2,"3","1",19.35,0
"1",17,1,2,2,2,"1","1",21.1,0
"1",42,1,1,3,1,"1","2",77.95,0
"1",4,1,2,2,2,"1","1",18.85,0
"1",62,3,2,2,2,"3","1",26,0
"2",2,1,1,1,1,"1","2",74.7,0
"1",2,1,1,1,1,"1","2",70.35,0
"1",48,3,3,3,1,"3","2",96.9,0
"1",27,1,2,2,2,"3","1",19.55,0
"1",70,1,1,3,3,"3","2",80.4,0
"2",1,3,1,3,1,"1","2",88.8,0
"1",46,3,1,3,1,"2","2",94.65,0
"1",30,1,1,3,3,"1","2",90.25,3
"1",15,3,3,1,3,"1","2",64.65,1
"1",69,3,1,3,1,"2","1",95.75,0
"1",65,1,2,2,2,"3","2",19.55,0
"2",72,1,3,3,3,"3","2",104.1,0
"2",13,1,1,1,3,"1","2",89.05,1
"1",17,1,2,2,2,"2","2",20.1,0
"1",51,3,3,3,3,"2","2",111.55,4
"1",51,1,3,1,1,"3","1",60.5,0
"1",72,3,3,3,3,"3","2",90.95,0
"1",67,3,1,1,1,"2","1",87.4,6
"1",34,1,2,2,2,"1","1",19.7,0
"1",67,2,3,1,3,"3","2",50.95,0
"1",49,1,2,2,2,"2","2",20.05,0
"1",53,1,2,2,2,"3","2",19.4,3
"1",27,3,1,1,1,"1","1",59.45,0
"2",23,1,1,3,3,"1","2",94.75,2
"1",69,3,3,1,3,"3","2",81.5,0
"1",2,2,1,1,1,"1","1",29.05,0
"1",35,3,1,3,1,"1","2",86.45,0
"1",46,1,3,1,3,"2","1",70.6,0
"1",54,3,1,3,3,"3","2",97.2,3
"1",56,3,1,3,3,"2","2",98.25,5
"1",9,1,1,1,1,"1","2",75.75,0
"1",20,3,3,1,1,"1","1",59.2,0
"1",11,1,1,1,1,"1","2",75.9,0
"2",30,3,1,3,1,"1","2",90.05,0
"1",68,1,3,1,3,"3","1",70.95,6
"2",38,3,1,3,3,"1","2",102.6,0
"2",17,3,3,1,1,"1","2",85.35,1
"1",48,3,1,3,3,"2","2",106.1,4
"1",1,1,1,1,1,"1","1",43.8,0
"1",63,2,3,3,3,"3","1",59,0
"1",3,1,1,3,3,"2","2",69.95,0
"1",48,3,2,2,2,"2","1",24.35,0
"1",66,2,1,1,1,"2","1",29.45,0
"1",68,3,1,1,1,"3","2",84.4,0
"2",17,1,1,1,1,"1","2",45.05,0
"1",7,1,2,2,2,"2","1",20.65,0
"1",72,3,3,3,3,"3","2",87.1,0
"1",29,1,2,2,2,"1","1",19.85,2
"1",37,1,1,1,3,"1","2",90.35,0
"1",34,3,3,3,3,"1","2",109.8,3
"2",42,3,1,3,1,"1","2",84.65,0
"1",59,3,3,1,1,"2","1",65.5,0
"1",11,1,1,3,1,"1","2",79.5,0
"2",60,3,3,1,1,"1","2",80.95,0
"1",27,1,1,1,1,"1","2",56.15,0
"1",1,3,1,1,3,"1","1",85.8,0
"2",1,1,1,3,1,"1","2",79.1,0
"1",17,2,3,1,1,"1","1",34.4,0
"1",58,1,2,2,2,"3","1",20.75,0
"1",1,1,2,2,2,"2","1",18.8,0
"1",3,1,1,1,1,"1","1",44.3,0
"1",53,3,3,1,1,"1","1",90.8,0
"1",35,3,2,2,2,"1","2",25.6,0
"1",50,3,3,3,3,"1","1",105.95,5
"1",68,3,1,1,3,"3","1",70.8,0
"1",47,3,2,2,2,"1","1",25.4,0
"2",65,3,1,3,3,"1","2",108.8,0
"1",5,1,1,1,1,"1","2",69.75,0
"1",51,3,1,3,3,"1","2",94.65,4
"1",46,3,1,3,3,"1","1",96.05,4
"1",9,3,1,1,1,"1","2",76.85,0
"1",8,1,2,2,2,"3","1",20.25,0
"1",14,3,2,2,2,"2","2",24.8,0
"1",45,3,3,3,3,"1","2",115.65,0
"1",8,3,1,1,1,"1","2",74.6,0
"2",1,1,1,1,1,"1","2",50.15,0
"1",66,1,3,3,3,"2","2",103.15,0
"1",72,3,3,1,1,"3","1",72.1,0
"1",41,3,3,3,3,"1","2",113.6,6
"1",23,3,2,2,2,"3","1",25.1,1
"1",29,1,1,3,1,"1","2",78.9,0
"1",4,3,3,1,1,"1","2",80.15,0
"1",6,3,2,2,2,"3","1",25.4,0
"2",67,3,3,1,3,"2","2",105.4,0
"2",7,1,1,1,1,"1","2",45.75,0
"1",56,3,2,2,2,"2","2",24.45,0
"1",72,3,2,2,2,"3","1",25,0
"1",72,3,3,3,3,"3","2",85.25,0
"1",23,1,2,2,2,"3","1",19.6,0
"1",35,3,1,1,1,"1","1",50.15,0
"2",27,1,1,1,1,"1","2",70.55,0
"1",26,3,1,1,1,"1","2",60.05,0
"1",12,3,2,2,2,"2","1",26.4,0
"1",40,1,2,2,2,"3","1",20.15,0
"1",7,2,3,3,3,"1","1",58.85,0
"1",70,3,3,3,1,"1","2",97.55,0
"1",60,1,2,2,2,"3","1",19.65,3
"1",39,2,1,1,1,"2","2",25.25,0
"1",72,3,3,3,3,"3","1",114.45,0
"1",1,2,1,3,1,"1","2",34.7,0
"1",54,3,1,3,1,"2","2",70.7,0
"1",3,3,1,1,3,"1","2",85.3,0
"1",63,1,3,3,1,"3","1",75.55,0
"1",71,3,1,1,1,"3","2",84.8,0
"1",42,1,2,2,2,"2","2",20.65,0
"1",47,1,2,2,2,"3","1",20.45,0
"1",66,3,1,3,3,"2","2",102.45,6
"1",21,3,3,3,3,"1","2",104.4,2
"1",11,2,1,1,1,"1","2",35.65,0
"1",1,3,1,3,3,"1","2",99.75,1
"2",55,3,1,1,1,"1","1",90.45,0
"1",69,3,1,3,1,"3","2",97.65,0
"2",3,1,1,1,1,"1","1",73.85,0
"1",4,1,1,3,3,"1","2",74.4,0
"2",30,3,1,3,1,"3","2",69.1,0
"1",5,3,1,1,1,"1","2",82.75,0
"1",71,3,2,2,2,"3","2",24.4,0
"1",29,3,1,1,1,"2","2",55.25,0
"1",52,3,1,1,1,"1","1",61.35,0
"1",68,3,3,1,3,"2","1",76.75,0
"1",46,1,2,2,2,"3","1",19.4,0
"1",8,1,1,1,3,"1","2",54.75,0
"1",72,1,2,2,2,"3","1",19.7,0
"1",17,1,2,2,2,"2","1",19.9,0
"1",3,1,1,3,3,"1","2",107.95,0
"2",2,1,1,3,1,"1","2",83.8,0
"1",9,1,3,1,1,"1","2",74.25,0
"1",51,2,1,3,3,"2","2",56.4,0
"1",6,1,2,2,2,"3","1",20.1,0
"1",3,3,1,3,3,"1","1",94.9,0
"2",17,3,1,3,3,"1","2",94.2,0
"1",30,3,1,1,1,"1","1",49.9,0
"1",31,3,1,3,1,"1","2",71.05,0
"1",45,1,3,3,3,"3","1",81.65,0
"1",64,3,3,1,1,"2","1",89.45,0
"1",1,3,1,3,1,"1","2",59.85,0
"2",1,1,1,1,1,"1","2",69.6,0
"2",61,3,1,3,3,"2","1",99,5
"1",1,1,2,2,2,"1","1",19.05,0
"1",9,2,1,3,3,"1","2",45.4,0
"1",72,3,3,3,3,"3","1",114.45,0
"1",1,1,2,2,2,"1","1",19.5,0
"1",7,1,1,1,1,"1","2",44.25,0
"1",66,3,1,1,1,"2","2",90.55,0
"1",1,1,1,1,1,"1","2",69.9,0
"1",40,1,2,2,2,"1","2",20.4,0
"1",16,3,1,1,3,"1","2",71.4,0
"1",2,1,1,3,1,"1","2",87.15,0
"1",67,3,2,2,2,"3","1",24.85,0
"1",41,1,3,3,3,"2","2",104.45,0
"1",56,1,2,2,2,"3","2",19.8,0
"1",72,3,3,3,3,"3","2",116.45,0
"1",3,3,1,1,3,"1","2",84.75,0
"1",54,1,2,2,2,"3","1",20.05,0
"2",52,3,1,3,3,"1","2",110.75,0
"1",50,1,1,1,3,"3","2",89.7,0
"1",14,3,1,3,1,"1","2",89.95,0
"1",27,1,3,1,1,"2","1",48.7,0
"2",72,3,3,1,1,"3","2",96.6,0
"1",62,1,3,3,3,"2","2",74.3,0
"1",12,1,1,1,1,"1","2",54.3,1
"2",44,1,1,3,3,"2","1",74.85,0
"1",54,1,1,1,1,"3","2",79.95,2
"1",68,1,2,2,2,"3","1",20.05,0
"1",20,1,2,2,2,"1","1",19.4,0
"1",50,3,1,1,1,"2","1",54.9,0
"1",58,3,2,2,2,"3","2",24.45,3
"1",35,3,1,3,1,"1","2",89.65,0
"1",2,1,1,1,1,"1","2",45.4,0
"1",63,3,3,1,3,"3","1",75.7,0
"1",58,3,3,3,3,"2","2",110.65,0
"1",27,1,2,2,2,"2","2",20.55,0
"1",71,3,3,3,3,"3","2",115.15,0
"1",63,1,1,1,3,"2","1",58.55,1
"1",71,3,1,1,3,"1","2",93.25,5
"2",41,3,3,3,3,"1","2",113.2,3
"2",13,1,1,3,3,"1","2",90.5,0
"1",2,1,1,3,1,"1","1",79,0
"1",68,1,2,2,2,"3","2",19.35,0
"1",1,1,3,1,1,"1","2",48.75,0
"2",65,3,3,3,3,"3","2",109.05,0
"2",72,3,2,2,2,"3","2",25,0
"1",28,3,1,1,1,"1","2",54.9,0
"1",72,3,2,2,2,"3","1",24.75,0
"1",2,1,3,3,1,"1","2",91.15,0
"1",18,1,2,2,2,"2","1",20.15,0
"2",60,3,1,3,3,"2","2",104.35,0
"2",26,3,1,1,3,"1","2",66.05,0
"1",1,1,1,1,1,"1","2",71.65,0
"1",4,1,2,2,2,"1","1",20.35,0
"1",68,3,3,3,3,"3","2",92.2,0
"1",38,1,1,1,1,"1","2",84.25,3
"2",42,3,3,3,3,"2","2",105.2,0
"1",57,1,2,2,2,"3","2",19.6,0
"1",54,2,1,1,1,"1","1",30.4,0
"1",12,1,1,1,3,"1","1",78.1,0
"1",44,1,3,1,1,"2","2",61.5,0
"1",42,3,3,3,1,"1","2",69.4,0
"1",72,3,2,2,2,"3","1",24.75,0
"1",71,3,3,3,3,"3","1",91.05,0
"1",19,3,1,1,3,"1","1",89.65,1
"1",23,3,1,3,3,"1","2",73.65,0
"1",30,1,2,2,2,"3","1",19.4,0
"1",35,3,2,2,2,"2","1",26.2,0
"1",10,3,3,3,3,"1","2",98.7,1
"1",1,1,1,1,1,"1","2",43.85,0
"1",22,1,1,1,1,"1","2",69.7,0
"1",7,2,3,1,1,"3","1",38.55,0
"1",36,2,3,1,3,"3","2",53.1,0
"1",34,1,2,2,2,"1","1",20.65,0
"1",72,3,3,1,1,"3","1",64.45,0
"1",36,3,2,2,2,"3","1",25.1,0
"1",1,1,1,1,1,"1","1",76.35,0
"1",23,3,1,1,1,"1","2",79.15,0
"2",32,3,1,1,3,"1","2",85,0
"1",71,3,3,1,1,"2","2",95.15,0
"2",23,3,1,1,1,"1","2",79.35,0
"1",17,1,1,3,3,"2","2",96.65,0
"1",1,1,1,3,3,"1","2",75.5,0
"1",12,1,2,2,2,"3","1",19.7,0
"1",72,1,2,2,2,"3","1",20.5,0
"1",1,1,2,2,2,"1","1",19.2,0
"2",72,3,1,3,3,"3","1",98.35,0
"1",60,3,1,1,1,"1","1",74.35,1
"1",61,2,1,3,1,"3","1",51.35,5
"1",6,1,1,1,1,"1","1",45.65,0
"2",32,3,1,1,3,"1","1",85.3,0
"1",31,3,1,3,1,"1","2",86.55,0
"1",19,1,1,1,1,"1","2",73.85,0
"1",72,1,2,2,2,"3","1",20.3,0
"1",32,3,1,1,1,"1","2",54.2,0
"1",65,3,1,1,3,"1","2",90.65,0
"1",45,2,3,3,3,"1","2",50.9,0
"1",42,3,2,2,2,"2","1",25.05,0
"1",8,3,1,1,1,"1","2",74.85,0
"1",32,1,2,2,2,"3","1",20.5,0
"2",22,3,3,1,1,"1","2",63.55,0
"2",57,2,1,3,3,"1","2",44.85,4
"1",1,1,3,1,1,"1","1",47.95,0
"2",1,1,1,1,1,"1","1",45.1,0
"1",1,1,1,1,1,"1","2",45,0
"1",24,1,1,3,3,"1","2",96,2
"1",1,1,2,2,2,"1","1",20.05,0
"2",54,3,1,1,3,"1","2",90.05,0
"1",4,3,2,2,2,"3","2",25.3,0
"1",65,3,3,3,3,"3","1",108.65,6
"1",56,3,2,2,2,"2","1",24.3,0
"1",45,1,3,3,3,"1","2",75.95,0
"1",71,1,2,2,2,"3","1",19.7,0
"1",59,1,3,3,1,"2","1",66.4,0
"1",69,2,1,1,1,"2","2",35.75,0
"1",19,1,2,2,2,"2","1",18.8,0
"1",55,1,2,2,2,"3","1",19.4,0
"1",38,1,2,2,2,"2","1",19.3,0
"1",10,1,1,1,1,"1","2",45.55,0
"2",47,3,3,1,1,"1","2",67.45,0
"1",2,2,1,1,3,"1","2",35.1,0
"1",1,1,1,1,1,"1","1",46.2,0
"1",1,1,1,1,1,"1","1",45.15,0
"2",1,2,1,1,3,"1","2",43.3,0
"1",46,1,2,2,2,"3","2",20.1,0
"2",38,1,3,1,1,"1","2",57.15,3
"1",65,1,3,1,1,"3","1",58.9,0
"1",19,1,3,1,1,"1","2",73.2,0
"1",52,1,1,1,3,"1","2",85.35,5
"1",71,1,2,2,2,"3","1",19.45,0
"1",1,1,1,1,1,"1","1",45.95,0
"2",52,2,1,3,1,"1","2",50.5,0
"1",6,3,2,2,2,"2","1",25.1,0
"2",26,1,1,1,3,"2","1",60.7,0
"2",48,3,1,3,3,"2","2",99,0
"1",64,3,3,3,3,"2","2",104.4,2
"1",3,1,1,3,1,"1","1",83.75,0
"1",1,1,1,1,1,"1","2",44.05,0
"1",72,3,2,2,2,"3","1",24.1,6
"1",1,1,1,1,1,"1","2",45.55,0
"1",51,3,3,1,3,"1","2",93.8,0
"1",41,1,2,2,2,"3","1",19.7,0
"1",72,1,3,3,1,"3","2",70.65,0
"1",43,3,3,3,3,"3","1",86.45,0
"1",72,3,3,3,3,"3","2",114.1,0
"1",47,3,1,3,3,"2","2",95.2,4
"1",72,3,3,3,3,"3","1",88.55,0
"1",3,1,2,2,2,"1","2",20.75,0
"1",1,1,1,1,1,"1","2",70.05,0
"1",2,3,1,1,3,"1","2",86,0
"1",26,2,3,1,3,"1","2",44.65,0
"1",29,1,3,1,3,"1","2",60.2,0
"2",35,3,3,3,1,"1","2",100.5,3
"1",27,1,3,1,1,"2","1",55.45,0
"1",24,1,3,1,3,"1","2",70.3,1
"1",67,1,3,1,1,"3","2",60.4,0
"1",16,3,1,1,1,"1","1",72.65,0
"1",23,1,1,1,1,"2","1",55.8,0
"1",14,2,1,1,1,"1","2",31.1,0
"1",1,1,2,2,2,"1","2",21,0
"2",1,1,1,1,1,"1","1",45.1,0
"2",4,2,1,3,3,"1","2",50.95,0
"1",16,3,3,1,3,"1","2",69.1,0
"1",46,2,1,3,3,"1","2",43.95,0
"1",68,3,3,3,3,"3","2",86.5,0
"1",38,3,3,1,1,"1","1",69.95,2
"2",30,1,1,1,1,"1","2",50.4,0
"2",5,1,1,1,3,"1","1",78.95,0
"1",17,1,1,1,3,"1","2",90.95,0
"1",4,1,2,2,2,"3","1",19.9,0
"1",12,1,2,2,2,"2","1",20.15,0
"1",72,3,3,3,3,"3","2",90.6,0
"1",3,1,1,3,3,"1","2",92,0
"1",56,3,1,1,3,"1","2",94.45,5
"1",41,3,2,2,2,"2","2",24.85,0
"1",40,2,1,1,1,"2","1",36,0
"1",7,1,3,3,3,"1","2",78.5,0
"1",69,1,2,2,2,"3","1",19.95,0
"1",7,1,2,2,2,"2","1",20.65,0
"1",5,2,1,1,1,"1","2",30.5,0
"1",72,3,3,3,1,"3","1",106.1,0
"1",44,1,2,2,2,"2","2",20.5,0
"1",65,3,1,3,1,"2","2",95.5,0
"1",3,3,1,3,1,"1","1",64.6,0
"1",24,1,1,1,1,"1","2",51.1,0
"1",44,3,1,1,1,"1","2",84.8,4
"2",72,3,3,3,3,"3","1",89.1,0
"1",24,1,3,1,1,"1","1",54.95,0
"1",1,1,1,1,1,"1","1",50.9,0
"1",22,1,2,2,2,"1","2",20.45,0
"1",70,3,1,3,3,"3","2",85.95,0
"1",25,3,1,3,1,"1","1",60.35,0
"1",37,1,2,2,2,"3","1",19.8,2
"2",22,3,1,3,1,"1","1",85.35,0
"1",59,3,1,3,1,"3","2",72.1,0
"1",49,3,1,3,3,"1","2",99.8,2
"1",47,3,1,3,3,"1","2",107.35,5
"1",31,1,2,2,2,"1","2",19.55,0
"1",1,1,1,1,3,"1","2",81.05,0
"1",3,1,2,2,2,"1","2",20.5,0
"1",53,3,1,3,3,"2","2",111.8,0
"1",1,1,2,2,2,"1","1",20.2,0
"1",20,1,2,2,2,"2","2",19.7,0
"1",3,1,3,1,1,"1","2",79.1,0
"1",51,1,2,2,2,"2","2",19.85,0
"1",51,1,3,1,1,"2","2",60.5,0
"1",13,1,2,2,2,"3","1",19.55,0
"1",1,1,2,2,2,"1","1",20.9,0
"1",1,1,2,2,2,"1","2",21.05,0
"1",63,3,3,1,1,"2","1",71.5,0
"1",3,1,1,1,3,"1","1",54.65,0
"1",46,1,2,2,2,"3","1",19.2,0
"1",1,3,1,1,1,"1","2",49.8,0
"1",8,2,1,1,1,"1","1",25.5,0
"1",71,1,2,2,2,"3","1",20.5,4
"1",55,3,1,3,1,"1","2",90.4,0
"1",70,3,1,1,1,"2","2",90.25,0
"1",2,1,1,1,3,"1","1",80.75,0
"1",67,3,3,3,3,"3","1",104.6,0
"1",65,3,1,3,1,"1","2",91.85,8
"1",14,1,1,1,1,"1","1",50.2,0
"1",20,3,1,1,3,"1","2",95.5,0
"1",1,1,1,1,1,"1","2",75.35,0
"1",1,3,1,1,1,"1","2",75.45,0
"1",49,3,1,3,3,"1","2",95.4,0
"1",72,3,3,3,1,"3","2",101.3,0
"1",46,3,3,1,1,"1","1",53.1,0
"1",24,3,1,1,1,"1","2",84.85,0
"1",5,2,1,1,1,"1","1",34.25,0
"1",33,3,1,1,1,"1","1",88.6,0
"1",42,3,3,1,1,"2","2",60.15,0
"1",23,1,3,3,3,"2","2",99.95,0
"1",8,1,1,1,1,"1","1",70.7,0
"1",66,1,3,1,1,"2","2",54.8,4
"1",24,1,3,1,1,"1","2",49.55,0
"2",24,3,1,1,1,"1","1",54.8,0
"1",69,3,3,1,3,"2","2",78.6,5
"1",53,1,1,3,3,"2","2",100.3,0
"1",60,2,3,3,3,"3","1",53.6,2
"1",7,1,1,3,1,"1","2",81.1,0
"1",20,1,2,2,2,"2","2",19.35,0
"1",23,3,1,1,3,"1","1",85.6,0
"1",72,1,3,3,3,"3","2",80.8,0
"1",11,3,1,1,1,"1","2",74.95,0
"1",21,1,2,2,2,"3","1",19.6,1
"2",1,3,1,3,3,"1","2",93.55,1
"2",31,3,1,3,1,"1","2",90.7,0
"1",57,1,1,3,1,"3","1",69.75,0
"1",45,1,2,2,2,"3","2",20,0
"1",10,3,1,1,3,"1","2",95.25,0
"1",58,3,1,3,3,"1","2",102.1,6
"1",14,1,2,2,2,"1","1",19.95,0
"1",27,3,3,3,3,"2","1",80.85,0
"1",14,3,1,1,3,"1","2",90.9,1
"1",12,2,1,1,1,"1","1",29.2,0
"1",69,3,1,1,3,"3","2",93.3,0
"1",25,1,1,3,1,"1","2",89.15,0
"2",58,3,3,3,3,"2","2",108.85,6
"1",35,2,3,3,1,"3","2",46.35,0
"2",16,3,1,3,1,"1","2",84.75,0
"1",45,3,1,3,3,"2","1",78.75,0
"1",17,1,1,3,1,"1","2",83.55,0
"1",1,1,1,1,1,"1","2",45.7,0
"1",22,1,2,2,2,"2","1",19.6,0
"2",1,1,1,1,1,"1","2",69.95,0
"1",67,1,3,1,3,"3","1",67.85,0
"1",67,3,1,3,3,"3","2",105.65,0
"1",2,2,1,3,3,"1","1",44.6,0
"1",23,3,1,1,1,"1","2",74.95,0
"2",9,1,1,1,1,"1","1",75.5,0
"1",5,1,2,2,2,"1","1",20.15,0
"1",54,2,3,3,1,"3","1",45.2,0
"1",57,1,1,3,3,"3","2",95.25,5
"1",24,3,1,3,1,"1","2",89.85,3
"1",49,3,1,3,3,"2","1",100.45,4
"1",5,3,1,1,1,"1","1",47.15,0
"1",2,1,1,1,3,"1","2",80.2,0
"1",4,3,1,1,1,"1","2",87.1,0
"1",70,3,3,3,1,"3","2",79.25,0
"1",5,3,1,1,1,"1","2",75.9,0
"1",53,3,3,3,3,"1","1",85.7,0
"1",47,3,3,3,1,"1","2",98.75,6
"1",31,1,2,2,2,"2","1",20.1,0
"1",13,1,1,1,1,"1","1",61.8,0
"1",28,3,1,1,1,"1","1",49.9,0
"1",10,3,1,1,3,"1","1",86.45,0
"1",38,1,2,2,2,"3","1",20.4,0
"1",1,1,1,1,1,"1","2",45.3,0
"1",67,3,1,3,3,"2","1",104.1,6
"1",52,1,3,3,3,"2","2",75.4,0
"1",62,1,3,3,3,"3","1",108.15,0
"1",16,1,1,1,3,"1","2",86.25,0
"2",5,3,1,1,1,"1","2",81,0
"1",12,1,1,3,3,"2","1",95.7,0
"1",72,3,3,3,3,"3","2",116.85,0
"2",71,3,1,3,3,"2","1",105.75,0
"1",24,1,2,2,2,"2","1",20.15,0
"1",15,1,2,2,2,"3","1",19.6,0
"1",67,1,3,1,3,"2","2",90.6,7
"1",2,3,3,1,1,"1","1",60.95,0
"1",5,2,1,1,1,"1","1",25.05,0
"1",15,1,1,3,3,"1","1",88.15,1
"1",1,1,2,2,2,"1","2",20.2,0
"1",41,1,3,1,1,"2","2",60.3,0
"1",43,1,3,1,3,"1","2",63.95,0
"2",1,3,1,1,1,"1","1",74.3,0
"2",1,1,1,1,1,"1","2",70.6,0
"1",26,1,1,3,3,"1","2",90.8,2
"1",22,3,1,1,1,"1","2",79.35,1
"1",71,3,3,3,3,"3","1",90.55,0
"1",7,1,2,2,2,"3","1",19.45,0
"2",28,3,1,1,1,"1","1",64.45,0
"2",16,1,1,1,1,"1","1",69.65,0
"1",7,1,2,2,2,"2","1",19.5,0
"1",69,3,1,3,3,"3","2",110.5,4
"1",1,2,1,1,1,"1","1",24.7,0
"1",3,1,3,3,3,"1","2",77.4,0
"2",21,1,1,3,3,"1","2",96.8,2
"1",69,3,1,1,1,"1","2",85.4,0
"1",71,2,3,1,1,"3","2",47.6,0
"1",69,1,2,2,2,"3","1",19.4,0
"1",48,3,1,3,3,"1","2",103.85,4
"1",47,3,1,1,1,"1","2",83.35,4
"1",2,3,1,1,1,"1","2",49.4,0
"1",45,3,3,3,3,"1","2",108.45,0
"1",51,3,1,1,1,"1","1",81,0
"1",22,3,3,3,3,"1","2",79.2,3
"1",72,3,3,3,3,"3","1",86.65,0
"1",37,3,1,3,1,"1","2",92.95,2
"1",71,3,3,3,3,"3","1",90.35,0
"1",7,1,1,1,1,"1","1",48.7,0
"1",66,3,2,2,2,"3","2",25.15,0
"1",51,1,3,3,3,"2","2",76.4,0
"1",30,1,2,2,2,"2","1",19.55,0
"1",34,3,1,3,1,"1","1",85.35,0
"1",64,3,2,2,2,"3","2",24.8,0
"2",65,3,1,3,3,"2","2",103.15,0
"1",47,3,3,3,1,"1","1",100.75,0
"1",1,1,3,3,3,"1","2",95.6,0
"1",49,3,3,1,1,"1","2",59.75,5
"1",67,3,1,3,1,"3","1",94.1,0
"1",39,1,2,2,2,"2","1",19.35,0
"1",14,1,2,2,2,"1","1",19.9,0
"2",43,1,3,3,3,"1","2",108.15,4
"2",56,3,1,3,3,"1","2",101.05,0
"1",14,1,1,1,3,"2","1",59.1,0
"1",1,1,1,1,1,"1","1",71.35,0
"1",16,1,3,1,1,"2","2",55.85,0
"1",70,3,3,3,3,"1","2",106.05,0
"2",72,3,3,3,3,"3","2",84.1,0
"1",23,1,1,1,1,"1","2",75.3,0
"1",21,3,2,2,2,"1","1",24.7,0
"1",1,1,2,2,2,"1","2",20.15,0
"1",1,1,1,1,1,"1","1",69.75,0
"2",32,3,1,3,3,"1","2",93.2,3
"1",17,1,1,3,1,"1","1",80.85,0
"1",4,2,3,1,1,"1","2",33.65,1
"1",36,3,1,1,1,"2","1",55.8,0
"1",50,2,1,1,1,"3","1",39.7,0
"1",48,2,1,1,1,"1","2",29.5,0
"1",50,1,2,2,2,"3","1",20.15,3
"1",72,3,3,1,3,"3","1",79.55,0
"1",10,3,2,2,2,"1","1",24.8,0
"1",18,1,2,2,2,"1","1",19.65,1
"1",1,1,1,3,1,"1","2",79.95,0
"1",1,1,2,2,2,"1","1",19.3,0
"1",9,1,1,3,3,"1","2",94.05,0
"1",2,3,3,1,3,"1","1",90.75,0
"1",40,3,1,1,1,"1","2",78.85,0
"1",69,3,1,3,3,"2","1",99.5,0
"1",37,3,3,1,3,"2","2",99.2,4
"1",18,3,1,1,1,"1","2",80.55,0
"2",11,1,1,1,1,"1","2",70.2,0
"1",8,3,1,1,3,"1","2",85.2,0
"1",3,3,1,1,1,"1","1",75.25,0
"1",55,1,3,1,3,"2","1",59.45,0
