"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","numAdminTickets","numTechTickets","Churn","predicted_probability","y"
"2","1","1","1",69,"2","1","3","2","2","2","2","2","2","3","1","2",19.95,1399.35,0,0,"1",9.79322836030957e-05,"0"
"2","1","2","2",7,"2","1","3","2","2","2","2","2","2","2","1","4",20.65,150,0,0,"1",0.0579599887659741,"0"
"1","1","2","2",5,"1","2","1","1","3","1","1","1","1","1","2","3",30.5,167.2,0,0,"1",0.536955044272932,"0"
"1","1","2","2",72,"2","3","2","3","3","3","3","3","1","3","1","2",106.1,7657.4,4,0,"1",0.000116012341425373,"0"
"2","1","2","2",44,"2","1","3","2","2","2","2","2","2","2","2","1",20.5,865.05,0,0,"1",0.00507806208220753,"0"
"1","1","1","1",65,"2","3","2","1","3","3","1","3","1","2","2","3",95.5,6153.85,1,0,"1",0.00568331376092601,"0"
"1","1","1","1",3,"2","3","1","1","1","1","3","3","1","1","1","3",64.6,174.2,0,0,"1",0.517881288997899,"0"
"2","1","1","1",24,"2","1","1","1","1","1","3","1","1","1","2","2",51.1,1269.6,0,0,"1",0.107466806453003,"0"
"1","1","1","1",44,"2","3","2","1","3","3","1","1","1","1","2","1",84.8,3862.55,2,4,"2",0.954658443377713,"0"
"1","2","2","1",72,"2","3","1","3","3","3","3","3","3","3","1","2",89.1,6352.4,0,0,"1",8.86041416381998e-05,"0"
"2","1","1","1",24,"2","1","1","3","1","1","3","1","1","1","1","3",54.95,1348.5,0,0,"1",0.0680646385981879,"0"
"2","1","1","1",1,"2","1","1","1","1","3","1","1","1","1","1","4",50.9,50.9,0,0,"2",0.37321861321318,"0"
"2","1","2","1",22,"2","1","3","2","2","2","2","2","2","1","2","1",20.45,471.55,0,0,"1",0.0739430564622757,"0"
"2","1","2","2",70,"2","3","1","1","3","3","3","3","3","3","2","2",85.95,5931.75,0,0,"1",0.000149830137411458,"0"
"2","1","2","2",25,"2","3","1","1","1","1","1","3","1","1","1","3",60.35,1404.65,3,0,"1",0.128291522953149,"0"
"2","1","2","2",37,"2","1","3","2","2","2","2","2","2","3","1","1",19.8,726.1,0,2,"1",0.025613865077933,"0"
"1","2","2","2",22,"2","3","2","1","1","1","1","3","1","1","1","1",85.35,1961.6,0,0,"1",0.39613653782629,"0"
"1","1","2","2",59,"2","3","1","1","1","3","3","3","1","3","2","1",72.1,4194.85,0,0,"1",0.000751921611349483,"0"
"2","1","2","2",49,"2","3","2","1","1","3","1","3","3","1","2","3",99.8,4872.45,0,2,"2",0.525252448363271,"0"
"2","1","2","2",47,"2","3","2","1","1","3","3","3","3","1","2","1",107.35,5118.95,0,5,"2",0.983489457746014,"0"
"1","1","2","2",31,"2","1","3","2","2","2","2","2","2","1","2","4",19.55,658.95,0,0,"2",0.03008897652694,"0"
"2","1","2","2",1,"2","1","2","1","1","1","1","1","3","1","2","3",81.05,81.05,0,0,"1",0.744856401234419,"0"
"2","1","1","1",3,"2","1","3","2","2","2","2","2","2","1","2","3",20.5,76.95,0,0,"1",0.318672776126405,"0"
"1","1","2","1",53,"2","3","2","1","3","3","3","3","3","2","2","1",111.8,5809.75,0,0,"1",0.00936830284236494,"0"
"2","1","1","1",1,"2","1","3","2","2","2","2","2","2","1","1","4",20.2,20.2,0,0,"1",0.215440149151067,"0"
"2","1","1","1",20,"2","1","3","2","2","2","2","2","2","2","2","4",19.7,415.9,0,0,"1",0.0332779788958239,"0"
"1","1","1","1",3,"2","1","2","3","3","1","1","1","1","1","2","3",79.1,246.5,0,0,"2",0.570139159495909,"0"
"1","1","1","1",51,"2","1","3","2","2","2","2","2","2","2","2","1",19.85,996.95,0,0,"1",0.00370223867007973,"0"
"1","1","2","1",51,"2","1","1","3","3","1","3","1","1","2","2","1",60.5,3145.15,0,0,"1",0.00270301620370724,"0"
"1","1","2","2",13,"2","1","3","2","2","2","2","2","2","3","1","4",19.55,265.3,0,0,"1",0.00927694833796444,"0"
"1","1","1","1",1,"2","1","3","2","2","2","2","2","2","1","1","4",20.9,20.9,1,0,"1",0.218625341088004,"0"
"2","1","1","2",1,"2","1","3","2","2","2","2","2","2","1","2","4",21.05,21.05,0,0,"1",0.251776611957575,"0"
"2","1","1","1",63,"2","3","1","3","3","3","3","1","1","2","1","3",71.5,4576.3,0,0,"1",0.000864818245416623,"0"
"2","1","1","1",3,"2","1","1","1","1","1","1","1","3","1","1","4",54.65,189.1,0,0,"1",0.383077521034071,"0"
"2","1","1","1",46,"2","1","3","2","2","2","2","2","2","3","1","2",19.2,908.15,0,0,"1",0.000677966370657222,"0"
"2","1","1","1",1,"2","3","1","1","1","1","1","1","1","1","2","2",49.8,49.8,0,0,"1",0.600886326083745,"0"
"2","1","1","2",8,"1","2","1","1","1","1","1","1","1","1","1","4",25.5,215.2,0,0,"2",0.392326035312331,"0"
"1","1","2","2",71,"2","1","3","2","2","2","2","2","2","3","1","1",20.5,1500.95,0,4,"1",0.0291171325377716,"0"
"2","1","2","2",55,"2","3","2","1","1","3","1","3","1","1","2","2",90.4,5099.15,0,0,"1",0.0267350747932909,"0"
"1","1","1","1",70,"2","3","2","1","3","3","3","1","1","2","2","1",90.25,6385.95,0,0,"1",0.00279377361980652,"0"
"1","1","1","1",2,"2","1","2","1","1","1","1","1","3","1","1","3",80.75,159.45,2,0,"2",0.692935780384042,"0"
"2","1","2","2",67,"2","3","2","3","1","1","3","3","3","3","1","1",104.6,6885.75,0,0,"1",0.000447947616587608,"0"
"2","1","2","1",65,"2","3","2","1","3","1","1","3","1","1","2","1",91.85,5940.85,0,8,"2",0.999170067559222,"0"
"2","1","2","1",14,"2","1","1","1","1","3","1","1","1","1","1","2",50.2,668.85,0,0,"1",0.172419993106582,"0"
"1","1","2","2",20,"2","3","2","1","1","3","3","1","3","1","2","1",95.5,1916.2,0,0,"1",0.339736274998978,"0"
"2","1","1","2",1,"2","1","2","1","3","1","1","1","1","1","2","3",75.35,75.35,0,0,"2",0.685236089282496,"0"
"2","1","1","1",1,"2","3","2","1","1","1","1","1","1","1","2","3",75.45,75.45,0,0,"2",0.8298793826686,"0"
"1","1","2","2",49,"2","3","2","1","1","1","1","3","3","1","2","1",95.4,4613.95,4,0,"1",0.0545469612023822,"0"
"1","1","1","1",72,"2","3","2","3","3","3","1","3","1","3","2","1",101.3,7261.25,0,0,"1",0.000351849287035318,"0"
"1","1","2","1",46,"2","3","1","3","1","1","1","1","1","1","1","3",53.1,2459.8,0,0,"1",0.0228629800533288,"0"
"2","1","1","1",24,"2","3","2","1","3","3","1","1","1","1","2","1",84.85,2048.8,0,0,"1",0.259317063163819,"0"
"1","1","2","2",5,"1","2","1","1","3","1","3","1","1","1","1","3",34.25,163.55,0,0,"1",0.40630406590695,"0"
"1","1","2","2",33,"2","3","2","1","3","3","3","1","1","1","1","2",88.6,2888.7,0,0,"1",0.0718512419041241,"0"
"1","1","1","1",42,"2","3","1","3","3","1","1","1","1","2","2","1",60.15,2421.6,0,0,"1",0.010701742135379,"0"
"2","1","1","1",23,"2","1","2","3","1","3","1","3","3","2","2","2",99.95,2292.75,0,0,"1",0.0730884785356269,"0"
"2","1","1","1",8,"2","1","2","1","1","1","1","1","1","1","1","1",70.7,553.4,0,0,"1",0.555502323223824,"0"
"2","1","1","1",66,"2","1","1","3","3","1","1","1","1","2","2","4",54.8,3465.7,5,4,"1",0.159336560114945,"0"
"2","1","1","1",24,"2","1","1","3","1","1","1","1","1","1","2","1",49.55,1210.4,0,0,"2",0.103034627154369,"0"
"2","2","1","1",24,"2","3","1","1","3","1","1","1","1","1","1","2",54.8,1291.3,0,0,"1",0.122848346182503,"0"
"2","1","1","1",69,"2","3","1","3","3","3","3","1","3","2","2","2",78.6,5356.45,0,5,"2",0.427497469343554,"0"
"1","1","1","1",53,"2","1","2","1","3","3","1","3","3","2","2","4",100.3,5200.8,4,0,"1",0.00631601609511305,"0"
"1","1","1","1",60,"1","2","1","3","1","3","1","3","3","3","1","3",53.6,3237.05,5,2,"1",0.00918273367806365,"0"
"1","1","2","1",7,"2","1","2","1","1","1","1","3","1","1","2","3",81.1,576.65,0,0,"2",0.680491535943827,"0"
"1","1","1","1",20,"2","1","3","2","2","2","2","2","2","2","2","2",19.35,433.75,0,0,"1",0.0390873295384632,"0"
"1","1","2","2",23,"2","3","2","1","1","1","1","1","3","1","1","3",85.6,1868.4,0,0,"1",0.344452067357286,"0"
"2","1","2","2",72,"2","1","1","3","1","3","3","3","3","3","2","3",80.8,5728.55,4,0,"1",9.19411685367266e-05,"0"
"2","1","2","1",11,"2","3","2","1","1","1","1","1","1","1","2","3",74.95,825.7,0,0,"2",0.672681037292,"0"
"2","1","1","1",21,"2","1","3","2","2","2","2","2","2","3","1","4",19.6,390.4,0,1,"1",0.020717908216863,"0"
"2","2","1","1",1,"2","3","2","1","1","1","1","3","3","1","2","3",93.55,93.55,0,1,"2",0.964106205961308,"0"
"2","2","1","1",31,"2","3","2","1","3","1","1","3","1","1","2","3",90.7,2845.15,0,0,"1",0.250450625118741,"0"
"1","1","1","1",57,"2","1","1","1","3","3","3","3","1","3","1","4",69.75,3894.4,0,0,"1",0.000305688689876775,"0"
"1","1","2","2",45,"2","1","3","2","2","2","2","2","2","3","2","1",20,886.4,0,0,"1",0.00114660809108909,"0"
"2","1","1","1",10,"2","3","2","1","3","3","1","1","3","1","2","3",95.25,1021.55,0,0,"1",0.548761967324157,"0"
"1","1","2","1",58,"2","3","2","1","1","3","3","3","3","1","2","2",102.1,5885.4,3,6,"2",0.990562536856391,"0"
"2","1","1","2",14,"2","1","3","2","2","2","2","2","2","1","1","4",19.95,268.4,0,0,"1",0.0799649644682853,"0"
"2","1","2","1",27,"2","3","1","3","1","1","3","3","3","2","1","4",80.85,2204.35,0,0,"1",0.018857647987593,"0"
"1","1","2","2",14,"2","3","2","1","3","1","1","1","3","1","2","1",90.9,1259,0,1,"2",0.784870658524492,"0"
"1","1","2","2",12,"1","2","1","1","3","1","1","1","1","1","1","4",29.2,309.1,0,0,"2",0.251502758945857,"0"
"1","1","2","2",69,"2","3","2","1","3","1","3","1","3","3","2","1",93.3,6398.05,0,0,"1",0.00072743224600303,"0"
"1","1","2","2",25,"2","1","2","1","3","3","1","3","1","1","2","1",89.15,2257.75,0,0,"2",0.183370042726872,"0"
"2","2","2","1",58,"2","3","2","3","3","3","1","3","3","2","2","3",108.85,6287.25,0,6,"2",0.975430823747527,"0"
"1","1","2","2",35,"1","2","1","3","1","1","3","3","1","3","2","2",46.35,1662.05,0,0,"1",0.0040151832421966,"0"
"1","2","1","1",16,"2","3","2","1","1","1","1","3","1","1","2","3",84.75,1350.15,0,0,"2",0.667728870273642,"0"
"2","1","2","2",45,"2","3","1","1","3","3","1","3","3","2","1","2",78.75,3600.65,0,0,"1",0.00557698513828707,"0"
"1","1","1","1",17,"2","1","2","1","3","1","1","3","1","1","2","3",83.55,1329.15,0,0,"1",0.417866654372943,"0"
"1","1","2","2",1,"2","1","1","1","1","1","1","1","1","1","2","3",45.7,45.7,0,0,"2",0.58805521258327,"0"
"2","1","1","1",22,"2","1","3","2","2","2","2","2","2","2","1","4",19.6,422.5,0,0,"1",0.0208195781911465,"0"
"1","2","1","1",1,"2","1","2","1","1","1","1","1","1","1","2","3",69.95,69.95,0,0,"2",0.839838473885158,"0"
"2","1","2","2",67,"2","1","1","3","1","3","3","1","3","3","1","4",67.85,4627.65,0,0,"1",9.80015544822745e-05,"0"
"1","1","2","2",67,"2","3","2","1","1","3","3","3","3","3","2","1",105.65,6717.9,0,0,"1",0.000938589205494031,"0"
"1","1","2","1",2,"1","2","1","1","1","1","1","3","3","1","1","3",44.6,97.1,0,0,"2",0.630855567711203,"0"
"2","1","1","1",23,"2","3","2","1","1","1","1","1","1","1","2","3",74.95,1710.45,0,0,"2",0.445639932694007,"0"
"1","2","1","1",9,"2","1","2","1","1","3","1","1","1","1","1","2",75.5,637.4,0,0,"1",0.530026215965965,"0"
"1","1","1","1",5,"2","1","3","2","2","2","2","2","2","1","1","4",20.15,117.95,1,0,"1",0.171441714181566,"0"
"2","1","1","1",54,"1","2","1","3","1","1","3","3","1","3","1","2",45.2,2460.55,1,0,"1",0.000627274246498791,"0"
"1","1","1","1",57,"2","1","2","1","1","3","1","3","3","3","2","3",95.25,5464.65,0,5,"2",0.784786417720875,"0"
"2","1","1","1",24,"2","3","2","1","1","3","1","3","1","1","2","4",89.85,2165.05,0,3,"2",0.967619413870881,"0"
"1","1","2","2",49,"2","3","2","1","3","1","1","3","3","2","1","4",100.45,4941.8,5,4,"2",0.73551037208435,"0"
"2","1","1","1",5,"2","3","1","1","1","1","1","1","1","1","1","3",47.15,223.15,0,0,"2",0.549264148870154,"0"
"2","1","1","1",2,"2","1","2","1","1","1","1","1","3","1","2","3",80.2,181.1,0,0,"2",0.761501028533066,"0"
"1","1","1","2",4,"2","3","2","1","1","3","3","1","1","1","2","4",87.1,341.45,0,0,"2",0.608750694290211,"0"
"2","1","2","2",70,"2","3","1","3","3","3","3","3","1","3","2","1",79.25,5731.85,0,0,"1",0.00011563182957428,"0"
"2","1","1","1",5,"2","3","2","1","1","1","1","1","1","1","2","1",75.9,357.75,0,0,"2",0.749459881484423,"0"
"2","1","2","2",53,"2","3","1","3","1","3","3","3","3","1","1","3",85.7,4616.1,0,0,"1",0.00577731125388645,"0"
"1","1","2","1",47,"2","3","2","3","3","3","1","3","1","1","2","3",98.75,4533.7,0,6,"2",0.995079258576389,"0"
"1","1","1","2",31,"2","1","3","2","2","2","2","2","2","2","1","2",20.1,589.25,0,0,"1",0.0104942486888242,"0"
"2","1","2","2",13,"2","1","1","1","3","3","3","1","1","1","1","1",61.8,750.1,0,0,"1",0.108210085611573,"0"
"1","1","2","2",28,"2","3","1","1","1","1","1","1","1","1","1","4",49.9,1410.25,5,0,"1",0.0754389839899065,"0"
"1","1","1","1",10,"2","3","2","1","1","1","1","1","3","1","1","3",86.45,830.85,0,0,"2",0.63152666427719,"0"
"2","1","2","1",38,"2","1","3","2","2","2","2","2","2","3","1","1",20.4,743.5,0,0,"1",0.00144143910901691,"0"
"1","1","1","1",1,"2","1","1","1","1","1","1","1","1","1","2","4",45.3,45.3,0,0,"2",0.530074260979766,"0"
"2","1","2","1",67,"2","3","2","1","3","3","1","3","3","2","1","3",104.1,7040.85,0,6,"2",0.947837284825458,"0"
"2","1","2","1",52,"2","1","1","3","3","1","1","3","3","2","2","4",75.4,3865.45,0,0,"1",0.00211568134142647,"0"
"2","1","2","2",62,"2","1","2","3","3","3","3","3","3","3","1","4",108.15,6825.65,5,0,"1",0.000171283962462931,"0"
"1","1","1","1",16,"2","1","2","1","3","1","1","1","3","1","2","3",86.25,1340.1,0,0,"1",0.411427583397066,"0"
"1","2","2","1",5,"2","3","2","1","3","1","1","1","1","1","2","3",81,371.65,4,0,"2",0.714680100380494,"0"
"2","1","1","1",12,"2","1","2","1","1","3","1","3","3","2","1","3",95.7,1184,2,0,"1",0.233945302798314,"0"
"1","1","2","2",72,"2","3","2","3","3","3","3","3","3","3","2","1",116.85,8477.7,0,0,"1",0.000223012331993553,"0"
"2","2","1","1",71,"2","3","2","1","3","1","3","3","3","2","1","1",105.75,7382.85,0,0,"1",0.00244804190472518,"0"
"1","1","2","1",24,"2","1","3","2","2","2","2","2","2","2","1","4",20.15,456.85,0,0,"1",0.018060031823961,"0"
"1","1","1","1",15,"2","1","3","2","2","2","2","2","2","3","1","4",19.6,331.6,0,0,"1",0.00901494663464049,"0"
"2","1","2","1",67,"2","1","2","3","3","1","1","1","3","2","2","2",90.6,6056.15,0,7,"2",0.974047633480804,"0"
"2","1","1","2",2,"2","3","1","3","3","1","1","1","1","1","1","1",60.95,134.6,0,0,"1",0.288406625700438,"0"
"1","1","2","2",5,"1","2","1","1","1","1","1","1","1","1","1","4",25.05,125.5,0,0,"1",0.467871789405895,"0"
"1","1","2","1",15,"2","1","2","1","1","1","1","3","3","1","1","3",88.15,1390.6,0,1,"2",0.784205972670766,"0"
"2","1","1","1",1,"2","1","3","2","2","2","2","2","2","1","2","4",20.2,20.2,0,0,"2",0.274404367657433,"0"
"2","1","2","2",41,"2","1","1","3","3","3","1","1","1","2","2","1",60.3,2511.3,0,0,"1",0.00551020092600219,"0"
"1","1","1","2",43,"2","1","1","3","3","1","1","1","3","1","2","3",63.95,2737.05,0,0,"1",0.017739757161838,"0"
"2","2","2","1",1,"2","3","2","1","1","1","1","1","1","1","1","3",74.3,74.3,5,0,"1",0.779480260067838,"0"
"1","2","1","1",1,"2","1","2","1","1","1","1","1","1","1","2","4",70.6,70.6,0,0,"1",0.775773463575411,"0"
"1","1","2","2",26,"2","1","2","1","1","1","1","3","3","1","2","3",90.8,2361.8,0,2,"2",0.875471083906818,"0"
"2","1","1","1",22,"2","3","2","1","3","1","1","1","1","1","2","3",79.35,1730.35,0,1,"2",0.713409618636248,"0"
"2","1","2","1",71,"2","3","1","3","3","3","3","3","3","3","1","1",90.55,6404,0,0,"1",7.67415253027737e-05,"0"
"2","1","1","1",7,"2","1","3","2","2","2","2","2","2","3","1","4",19.45,165.35,1,0,"1",0.015055809580756,"0"
"1","2","1","1",28,"2","3","1","1","3","3","3","1","1","1","1","1",64.45,1867.6,0,0,"1",0.0799099062456078,"0"
"2","2","1","1",16,"2","1","2","1","1","1","1","1","1","1","1","3",69.65,1043.3,3,0,"1",0.463274485394436,"0"
"2","1","1","1",7,"2","1","3","2","2","2","2","2","2","2","1","4",19.5,128.6,0,0,"1",0.0688812138487899,"0"
"1","1","1","1",69,"2","3","2","1","3","3","3","3","3","3","2","1",110.5,7455.45,0,4,"1",0.161149347438131,"0"
"1","1","1","2",1,"1","2","1","1","1","1","1","1","1","1","1","4",24.7,24.7,0,0,"1",0.567642842745679,"0"
"2","1","1","1",3,"2","1","1","3","1","3","1","3","3","1","2","3",77.4,206.15,0,0,"1",0.338737978939195,"0"
"2","2","1","1",21,"2","1","2","1","1","3","1","3","3","1","2","1",96.8,2030.3,0,2,"2",0.908485081195333,"0"
"1","1","2","1",69,"2","3","2","1","3","3","1","1","1","1","2","1",85.4,5869.4,0,0,"1",0.00851481139322088,"0"
"1","1","2","1",71,"1","2","1","3","3","3","3","1","1","3","2","1",47.6,3377.8,2,0,"1",0.000130092693659283,"0"
"1","1","2","2",69,"2","1","3","2","2","2","2","2","2","3","1","4",19.4,1346.2,0,0,"1",9.09616565855196e-05,"0"
"1","1","1","1",48,"2","3","2","1","1","3","3","3","3","1","2","3",103.85,4946.05,0,4,"1",0.95606877414865,"0"
"2","1","2","1",47,"2","3","2","1","3","3","1","1","1","1","2","1",83.35,4065,0,4,"2",0.942973463591993,"0"
"1","1","1","1",2,"2","3","1","1","1","1","1","1","1","1","2","3",49.4,106.55,0,0,"2",0.684687988029598,"0"
"2","1","1","1",45,"2","3","2","3","1","3","3","3","3","1","2","2",108.45,4964.7,0,0,"1",0.0321009369047962,"0"
"2","1","1","1",51,"2","3","2","1","3","1","1","1","1","1","1","1",81,4085.75,0,0,"1",0.0306119466347763,"0"
"1","1","2","1",22,"2","3","1","3","1","1","3","3","3","1","2","3",79.2,1742.75,1,3,"2",0.920143028746759,"0"
"2","1","1","1",72,"2","3","1","3","3","3","3","3","3","3","1","1",86.65,6224.8,0,0,"1",8.71444031179041e-05,"0"
"2","1","2","2",37,"2","3","2","1","3","3","1","3","1","1","2","3",92.95,3415.25,0,2,"1",0.688222356879421,"0"
"2","1","2","2",71,"2","3","1","3","3","3","3","3","3","3","1","3",90.35,6325.25,0,0,"1",8.18610016072707e-05,"0"
"2","1","2","2",7,"2","1","1","1","1","3","1","1","1","1","1","3",48.7,340.25,0,0,"2",0.336887761278908,"0"
"1","1","1","1",66,"2","3","3","2","2","2","2","2","2","3","2","2",25.15,1683.6,0,0,"1",0.000258538685399709,"0"
"2","1","2","2",51,"2","1","1","3","1","1","3","3","3","2","2","1",76.4,3966.3,0,0,"1",0.00305771736751863,"0"
"1","1","2","2",30,"2","1","3","2","2","2","2","2","2","2","1","1",19.55,608.5,0,0,"1",0.0133597321593779,"0"
"1","1","1","1",34,"2","3","2","1","1","1","1","3","1","1","1","3",85.35,2896.6,0,0,"1",0.197223512689564,"0"
"2","1","2","2",64,"2","3","3","2","2","2","2","2","2","3","2","4",24.8,1514.85,0,0,"1",0.000231083613464787,"0"
"2","2","2","1",65,"2","3","2","1","3","3","1","3","3","2","2","1",103.15,6792.45,2,0,"1",0.00554601579922667,"0"
"2","1","1","1",47,"2","3","2","3","3","1","3","3","1","1","1","4",100.75,4669.2,0,0,"1",0.0145171226755124,"0"
"1","1","1","1",1,"2","1","2","3","1","1","1","3","3","1","2","3",95.6,95.6,4,0,"2",0.627753466401999,"0"
"1","1","1","1",49,"2","3","1","3","3","1","1","1","1","1","2","2",59.75,2934.3,0,5,"2",0.940044781185764,"0"
"1","1","2","2",67,"2","3","2","1","3","1","3","3","1","3","1","2",94.1,6302.8,0,0,"1",0.000498172733654571,"0"
"2","1","1","2",39,"2","1","3","2","2","2","2","2","2","2","1","1",19.35,779.2,0,0,"1",0.00616712435481254,"0"
"2","1","1","1",14,"2","1","3","2","2","2","2","2","2","1","1","4",19.9,283.75,0,0,"1",0.0864545956497389,"0"
"1","2","1","1",43,"2","1","2","3","3","1","3","3","3","1","2","2",108.15,4600.7,0,4,"2",0.897005417243032,"0"
"2","2","1","1",56,"2","3","2","1","1","3","1","3","3","1","2","3",101.05,5594,0,0,"1",0.0473501250529004,"0"
"1","1","1","1",14,"2","1","1","1","1","1","3","1","3","2","1","2",59.1,772.85,0,0,"1",0.0901349134224444,"0"
"1","1","1","1",1,"2","1","2","1","1","1","1","1","1","1","1","3",71.35,71.35,1,0,"2",0.72381276075609,"0"
"2","1","2","2",16,"2","1","1","3","3","1","1","1","1","2","2","4",55.85,857.8,0,0,"1",0.0391920415436753,"0"
"2","1","2","2",70,"2","3","2","3","3","1","1","3","3","1","2","3",106.05,7554.05,4,0,"1",0.00386182958953994,"0"
"2","2","2","1",72,"2","3","1","3","3","3","1","3","3","3","2","2",84.1,5981.65,4,0,"1",0.000116296458726841,"0"
"1","1","2","2",23,"2","1","2","1","1","3","1","1","1","1","2","2",75.3,1702.9,1,0,"1",0.237092073040051,"0"
"2","1","1","2",21,"2","3","3","2","2","2","2","2","2","1","1","4",24.7,467.15,0,0,"1",0.0629242462672233,"0"
"1","1","1","1",1,"2","1","3","2","2","2","2","2","2","1","2","4",20.15,20.15,0,0,"2",0.294778569476847,"0"
"2","1","1","2",1,"2","1","2","1","1","1","1","1","1","1","1","1",69.75,69.75,0,0,"2",0.6807879417703,"0"
"1","2","2","1",32,"2","3","2","1","1","1","1","3","3","1","2","3",93.2,2931,0,3,"2",0.974837300649526,"0"
"2","1","2","2",17,"2","1","2","1","1","1","1","3","1","1","1","3",80.85,1400.85,0,0,"2",0.362633266836037,"0"
"1","1","1","1",4,"1","2","1","3","3","1","1","1","1","1","2","3",33.65,137.85,0,1,"2",0.789460113558424,"0"
"1","1","1","1",36,"2","3","1","1","1","3","1","1","1","2","1","3",55.8,1941.5,3,0,"1",0.0263055832822894,"0"
"1","1","1","1",50,"1","2","1","1","3","3","3","1","1","3","1","2",39.7,1932.75,0,0,"1",0.00101868824527554,"0"
"1","1","2","2",48,"1","2","1","1","1","1","3","1","1","1","2","2",29.5,1423.05,0,0,"1",0.0278801795375926,"0"
"1","1","1","2",50,"2","1","3","2","2","2","2","2","2","3","1","2",20.15,970.85,0,3,"1",0.0344902639431099,"0"
"2","1","2","1",72,"2","3","1","3","3","3","3","1","3","3","1","2",79.55,5810.9,3,0,"1",5.36808490630951e-05,"0"
"2","1","1","2",10,"2","3","3","2","2","2","2","2","2","1","1","2",24.8,223.9,0,0,"1",0.149515815039745,"0"
"1","1","1","1",18,"2","1","3","2","2","2","2","2","2","1","1","4",19.65,391.7,2,1,"1",0.223529141638826,"0"
"2","1","1","1",1,"2","1","2","1","1","1","1","3","1","1","2","3",79.95,79.95,3,0,"2",0.750481418213866,"0"
"1","1","1","1",1,"2","1","3","2","2","2","2","2","2","1","1","3",19.3,19.3,0,0,"2",0.316782243936469,"0"
"2","1","1","1",9,"2","1","2","1","1","3","1","3","3","1","2","3",94.05,811.65,0,0,"1",0.597059977579796,"0"
"2","1","1","1",2,"2","3","2","3","1","1","1","1","3","1","1","4",90.75,174.75,0,0,"1",0.545022764878044,"0"
"1","1","2","1",40,"2","3","2","1","1","1","3","1","1","1","2","2",78.85,3126.85,0,0,"1",0.105950238771222,"0"
"2","1","2","1",69,"2","3","2","1","1","3","1","3","3","2","1","1",99.5,6841.45,0,0,"1",0.00353483862153015,"0"
"1","1","2","1",37,"2","3","2","3","1","3","3","1","3","2","2","3",99.2,3754.6,0,4,"2",0.927957657175608,"0"
"2","1","1","2",18,"2","3","2","1","1","3","1","1","1","1","2","2",80.55,1406.65,3,0,"1",0.354795654959504,"0"
"2","2","2","1",11,"2","1","2","1","1","1","1","1","1","1","2","3",70.2,834.7,0,0,"1",0.660334493087687,"0"
"1","1","2","1",8,"2","3","2","1","1","1","1","1","3","1","2","2",85.2,627.4,0,0,"2",0.664454854618007,"0"
"1","1","1","1",3,"2","3","2","1","1","1","1","1","1","1","1","3",75.25,242,0,0,"2",0.769421415483337,"0"
"2","1","2","2",55,"2","1","1","3","1","1","1","1","3","2","1","2",59.45,3157,0,0,"1",0.00190065582878428,"0"
"2","1","2","1",33,"2","3","2","1","3","3","1","1","3","1","2","3",93.35,3092,0,0,"1",0.155708986202506,"0"
"1","1","1","1",46,"2","1","1","1","1","1","1","1","1","1","1","1",44.95,2168.9,0,0,"1",0.0249883183636187,"0"
"2","1","1","1",34,"2","3","3","2","2","2","2","2","2","3","1","1",26.1,980.35,0,0,"1",0.00281718786583936,"0"
"1","1","1","1",3,"2","1","3","2","2","2","2","2","2","1","1","3",20.2,65.95,0,0,"1",0.274894222471754,"0"
"2","1","2","2",30,"2","1","3","2","2","2","2","2","2","3","1","4",21.25,711.9,0,0,"1",0.00193660652537123,"0"
"1","1","1","1",33,"2","3","1","3","1","1","3","1","1","2","1","3",59.4,1952.8,0,0,"1",0.0224742374683728,"0"
"2","1","2","2",45,"2","3","2","1","3","3","1","1","3","2","2","2",95,4368.85,0,0,"1",0.0178018148008233,"0"
"2","1","1","1",40,"2","1","1","3","3","1","3","1","1","1","2","4",61.9,2647.1,0,0,"1",0.0109294466772536,"0"
"1","1","1","1",71,"2","3","2","3","3","3","3","3","3","3","2","3",118.65,8477.6,3,0,"1",0.0002552815976792,"0"
"2","1","1","1",1,"2","3","1","1","1","3","1","1","1","1","1","3",54.35,54.35,0,0,"2",0.560971484074938,"0"
"1","1","2","2",72,"1","2","1","3","3","3","3","3","3","3","1","1",64.45,4528,0,0,"1",9.32448856946414e-05,"0"
"1","1","2","2",22,"2","1","2","1","1","1","1","1","3","1","2","3",80.15,1790.65,0,0,"1",0.369374867556363,"0"
"2","1","2","2",46,"2","1","3","2","2","2","2","2","2","2","2","1",20.2,845.6,0,0,"1",0.00435712165626281,"0"
"1","1","2","2",55,"2","1","3","2","2","2","2","2","2","3","1","4",21,1210.3,0,5,"1",0.266591770238912,"0"
"2","1","1","1",1,"2","1","3","2","2","2","2","2","2","1","1","4",20.45,20.45,0,0,"1",0.213772568558137,"0"
"1","1","1","1",12,"2","3","1","1","1","1","3","3","3","2","2","4",75.85,854.45,5,0,"1",0.12642219415387,"0"
"2","1","1","1",31,"2","3","2","1","3","1","1","1","1","1","2","3",80.45,2429.1,0,0,"1",0.211399540586667,"0"
