"","SeniorCitizen","tenure","MultipleLines","OnlineSecurity","StreamingTV","StreamingMovies","Contract","PaperlessBilling","MonthlyCharges","numTechTickets","Churn"
"1569","1",47,1,3,1,3,"2","2",96.1,0,1
"1570","1",15,1,2,2,2,"2","1",19.65,0,1
"1571","1",66,1,1,3,3,"1","1",99.5,8,0
"1572","2",68,1,1,1,1,"2","2",60.65,0,1
"1573","1",17,1,1,3,3,"2","1",98.6,1,0
"1574","1",7,1,1,3,1,"1","2",59.5,0,0
"1575","2",12,1,1,1,3,"1","2",80.45,0,0
"1576","2",21,3,1,1,3,"2","1",71.7,0,1
"1577","1",21,2,1,1,1,"1","2",36,0,1
"1578","1",56,3,3,3,1,"2","1",65.2,2,1
"1579","1",6,3,1,1,1,"1","2",48.95,0,1
"1580","2",65,2,1,3,3,"3","2",53.5,0,1
"1581","1",42,3,3,3,3,"2","1",80.45,0,1
"1582","1",68,3,3,3,3,"3","2",109.05,0,1
"1583","1",48,3,2,2,2,"3","1",26.3,0,1
"1584","2",50,3,1,3,3,"2","2",106.8,0,1
"1585","2",7,1,1,3,1,"1","2",64.95,0,1
"1586","1",63,1,2,2,2,"3","1",19.35,0,1
"1587","1",17,1,2,2,2,"1","1",21.1,0,1
"1588","1",42,1,1,3,1,"1","2",77.95,0,0
"1589","1",4,1,2,2,2,"1","1",18.85,0,1
"1590","1",62,3,2,2,2,"3","1",26,0,1
"1591","2",2,1,1,1,1,"1","2",74.7,0,0
"1592","1",2,1,1,1,1,"1","2",70.35,0,1
"1593","1",48,3,3,3,1,"3","2",96.9,0,1
"1594","1",27,1,2,2,2,"3","1",19.55,0,1
"1595","1",70,1,1,3,3,"3","2",80.4,0,1
"1596","2",1,3,1,3,1,"1","2",88.8,0,0
"1597","1",46,3,1,3,1,"2","2",94.65,0,1
"1598","1",30,1,1,3,3,"1","2",90.25,3,0
"1599","1",15,3,3,1,3,"1","2",64.65,1,0
"1600","1",69,3,1,3,1,"2","1",95.75,0,1
"1601","1",65,1,2,2,2,"3","2",19.55,0,1
"1602","2",72,1,3,3,3,"3","2",104.1,0,1
"1603","2",13,1,1,1,3,"1","2",89.05,1,0
"1604","1",17,1,2,2,2,"2","2",20.1,0,1
"1605","1",51,3,3,3,3,"2","2",111.55,4,1
"1606","1",51,1,3,1,1,"3","1",60.5,0,1
"1607","1",72,3,3,3,3,"3","2",90.95,0,1
"1608","1",67,3,1,1,1,"2","1",87.4,6,0
"1609","1",34,1,2,2,2,"1","1",19.7,0,1
"1610","1",67,2,3,1,3,"3","2",50.95,0,1
"1611","1",49,1,2,2,2,"2","2",20.05,0,1
"1612","1",53,1,2,2,2,"3","2",19.4,3,1
"1613","1",27,3,1,1,1,"1","1",59.45,0,1
"1614","2",23,1,1,3,3,"1","2",94.75,2,0
"1615","1",69,3,3,1,3,"3","2",81.5,0,1
"1616","1",2,2,1,1,1,"1","1",29.05,0,1
"1617","1",35,3,1,3,1,"1","2",86.45,0,0
"1618","1",46,1,3,1,3,"2","1",70.6,0,1
"1619","1",54,3,1,3,3,"3","2",97.2,3,1
"1620","1",56,3,1,3,3,"2","2",98.25,5,0
"1621","1",9,1,1,1,1,"1","2",75.75,0,0
"1622","1",20,3,3,1,1,"1","1",59.2,0,1
"1623","1",11,1,1,1,1,"1","2",75.9,0,1
"1624","2",30,3,1,3,1,"1","2",90.05,0,1
"1625","1",68,1,3,1,3,"3","1",70.95,6,1
"1626","2",38,3,1,3,3,"1","2",102.6,0,1
"1627","2",17,3,3,1,1,"1","2",85.35,1,0
"1628","1",48,3,1,3,3,"2","2",106.1,4,0
"1629","1",1,1,1,1,1,"1","1",43.8,0,1
"1630","1",63,2,3,3,3,"3","1",59,0,1
"1631","1",3,1,1,3,3,"2","2",69.95,0,1
"1632","1",48,3,2,2,2,"2","1",24.35,0,1
"1633","1",66,2,1,1,1,"2","1",29.45,0,1
"1634","1",68,3,1,1,1,"3","2",84.4,0,1
"1635","2",17,1,1,1,1,"1","2",45.05,0,0
"1636","1",7,1,2,2,2,"2","1",20.65,0,1
"1637","1",72,3,3,3,3,"3","2",87.1,0,1
"1638","1",29,1,2,2,2,"1","1",19.85,2,1
"1639","1",37,1,1,1,3,"1","2",90.35,0,1
"1640","1",34,3,3,3,3,"1","2",109.8,3,0
"1641","2",42,3,1,3,1,"1","2",84.65,0,0
"1642","1",59,3,3,1,1,"2","1",65.5,0,1
"1643","1",11,1,1,3,1,"1","2",79.5,0,0
"1644","2",60,3,3,1,1,"1","2",80.95,0,1
"1645","1",27,1,1,1,1,"1","2",56.15,0,1
"1646","1",1,3,1,1,3,"1","1",85.8,0,0
"1647","2",1,1,1,3,1,"1","2",79.1,0,0
"1648","1",17,2,3,1,1,"1","1",34.4,0,1
"1649","1",58,1,2,2,2,"3","1",20.75,0,1
"1650","1",1,1,2,2,2,"2","1",18.8,0,1
"1651","1",3,1,1,1,1,"1","1",44.3,0,0
"1652","1",53,3,3,1,1,"1","1",90.8,0,1
"1653","1",35,3,2,2,2,"1","2",25.6,0,1
"1654","1",50,3,3,3,3,"1","1",105.95,5,0
"1655","1",68,3,1,1,3,"3","1",70.8,0,1
"1656","1",47,3,2,2,2,"1","1",25.4,0,1
"1657","2",65,3,1,3,3,"1","2",108.8,0,1
"1658","1",5,1,1,1,1,"1","2",69.75,0,0
"1659","1",51,3,1,3,3,"1","2",94.65,4,0
"1660","1",46,3,1,3,3,"1","1",96.05,4,0
"1661","1",9,3,1,1,1,"1","2",76.85,0,1
"1662","1",8,1,2,2,2,"3","1",20.25,0,1
"1663","1",14,3,2,2,2,"2","2",24.8,0,1
"1664","1",45,3,3,3,3,"1","2",115.65,0,1
"1665","1",8,3,1,1,1,"1","2",74.6,0,1
"1666","2",1,1,1,1,1,"1","2",50.15,0,0
"1667","1",66,1,3,3,3,"2","2",103.15,0,1
"1668","1",72,3,3,1,1,"3","1",72.1,0,1
"1669","1",41,3,3,3,3,"1","2",113.6,6,0
"1670","1",23,3,2,2,2,"3","1",25.1,1,1
"1671","1",29,1,1,3,1,"1","2",78.9,0,0
"1672","1",4,3,3,1,1,"1","2",80.15,0,1
"1673","1",6,3,2,2,2,"3","1",25.4,0,1
"1674","2",67,3,3,1,3,"2","2",105.4,0,1
"1675","2",7,1,1,1,1,"1","2",45.75,0,1
"1676","1",56,3,2,2,2,"2","2",24.45,0,1
"1677","1",72,3,2,2,2,"3","1",25,0,1
"1678","1",72,3,3,3,3,"3","2",85.25,0,1
"1679","1",23,1,2,2,2,"3","1",19.6,0,1
"1680","1",35,3,1,1,1,"1","1",50.15,0,1
"1681","2",27,1,1,1,1,"1","2",70.55,0,1
"1682","1",26,3,1,1,1,"1","2",60.05,0,0
"1683","1",12,3,2,2,2,"2","1",26.4,0,1
"1684","1",40,1,2,2,2,"3","1",20.15,0,1
"1685","1",7,2,3,3,3,"1","1",58.85,0,1
"1686","1",70,3,3,3,1,"1","2",97.55,0,1
"1687","1",60,1,2,2,2,"3","1",19.65,3,1
"1688","1",39,2,1,1,1,"2","2",25.25,0,1
"1689","1",72,3,3,3,3,"3","1",114.45,0,1
"1690","1",1,2,1,3,1,"1","2",34.7,0,0
"1691","1",54,3,1,3,1,"2","2",70.7,0,1
"1692","1",3,3,1,1,3,"1","2",85.3,0,0
"1693","1",63,1,3,3,1,"3","1",75.55,0,1
"1694","1",71,3,1,1,1,"3","2",84.8,0,1
"1695","1",42,1,2,2,2,"2","2",20.65,0,1
"1696","1",47,1,2,2,2,"3","1",20.45,0,1
"1697","1",66,3,1,3,3,"2","2",102.45,6,0
"1698","1",21,3,3,3,3,"1","2",104.4,2,0
"1699","1",11,2,1,1,1,"1","2",35.65,0,1
"1700","1",1,3,1,3,3,"1","2",99.75,1,0
"1701","2",55,3,1,1,1,"1","1",90.45,0,1
"1702","1",69,3,1,3,1,"3","2",97.65,0,1
"1703","2",3,1,1,1,1,"1","1",73.85,0,1
"1704","1",4,1,1,3,3,"1","2",74.4,0,0
"1705","2",30,3,1,3,1,"3","2",69.1,0,1
"1706","1",5,3,1,1,1,"1","2",82.75,0,1
"1707","1",71,3,2,2,2,"3","2",24.4,0,1
"1708","1",29,3,1,1,1,"2","2",55.25,0,1
"1709","1",52,3,1,1,1,"1","1",61.35,0,1
"1710","1",68,3,3,1,3,"2","1",76.75,0,1
"1711","1",46,1,2,2,2,"3","1",19.4,0,1
"1712","1",8,1,1,1,3,"1","2",54.75,0,1
"1713","1",72,1,2,2,2,"3","1",19.7,0,1
"1714","1",17,1,2,2,2,"2","1",19.9,0,1
"1715","1",3,1,1,3,3,"1","2",107.95,0,1
"1716","2",2,1,1,3,1,"1","2",83.8,0,1
"1717","1",9,1,3,1,1,"1","2",74.25,0,0
"1718","1",51,2,1,3,3,"2","2",56.4,0,1
"1719","1",6,1,2,2,2,"3","1",20.1,0,1
"1720","1",3,3,1,3,3,"1","1",94.9,0,1
"1721","2",17,3,1,3,3,"1","2",94.2,0,1
"1722","1",30,3,1,1,1,"1","1",49.9,0,1
"1723","1",31,3,1,3,1,"1","2",71.05,0,1
"1724","1",45,1,3,3,3,"3","1",81.65,0,1
"1725","1",64,3,3,1,1,"2","1",89.45,0,1
"1726","1",1,3,1,3,1,"1","2",59.85,0,0
"1727","2",1,1,1,1,1,"1","2",69.6,0,0
"1728","2",61,3,1,3,3,"2","1",99,5,1
"1729","1",1,1,2,2,2,"1","1",19.05,0,1
"1730","1",9,2,1,3,3,"1","2",45.4,0,0
"1731","1",72,3,3,3,3,"3","1",114.45,0,1
"1732","1",1,1,2,2,2,"1","1",19.5,0,0
"1733","1",7,1,1,1,1,"1","2",44.25,0,1
"1734","1",66,3,1,1,1,"2","2",90.55,0,1
"1735","1",1,1,1,1,1,"1","2",69.9,0,0
"1736","1",40,1,2,2,2,"1","2",20.4,0,1
"1737","1",16,3,1,1,3,"1","2",71.4,0,1
"1738","1",2,1,1,3,1,"1","2",87.15,0,0
"1739","1",67,3,2,2,2,"3","1",24.85,0,1
"1740","1",41,1,3,3,3,"2","2",104.45,0,1
"1741","1",56,1,2,2,2,"3","2",19.8,0,1
"1742","1",72,3,3,3,3,"3","2",116.45,0,1
"1743","1",3,3,1,1,3,"1","2",84.75,0,0
"1744","1",54,1,2,2,2,"3","1",20.05,0,1
"1745","2",52,3,1,3,3,"1","2",110.75,0,1
"1746","1",50,1,1,1,3,"3","2",89.7,0,1
"1747","1",14,3,1,3,1,"1","2",89.95,0,0
"1748","1",27,1,3,1,1,"2","1",48.7,0,1
"1749","2",72,3,3,1,1,"3","2",96.6,0,1
"1750","1",62,1,3,3,3,"2","2",74.3,0,1
"1751","1",12,1,1,1,1,"1","2",54.3,1,1
"1752","2",44,1,1,3,3,"2","1",74.85,0,1
"1753","1",54,1,1,1,1,"3","2",79.95,2,1
"1754","1",68,1,2,2,2,"3","1",20.05,0,1
"1755","1",20,1,2,2,2,"1","1",19.4,0,1
"1756","1",50,3,1,1,1,"2","1",54.9,0,1
"1757","1",58,3,2,2,2,"3","2",24.45,3,1
"1758","1",35,3,1,3,1,"1","2",89.65,0,1
"1759","1",2,1,1,1,1,"1","2",45.4,0,1
"1760","1",63,3,3,1,3,"3","1",75.7,0,1
"1761","1",58,3,3,3,3,"2","2",110.65,0,1
"1762","1",27,1,2,2,2,"2","2",20.55,0,1
"1763","1",71,3,3,3,3,"3","2",115.15,0,1
"1764","1",63,1,1,1,3,"2","1",58.55,1,1
"1765","1",71,3,1,1,3,"1","2",93.25,5,1
"1766","2",41,3,3,3,3,"1","2",113.2,3,0
"1767","2",13,1,1,3,3,"1","2",90.5,0,0
"1768","1",2,1,1,3,1,"1","1",79,0,0
"1769","1",68,1,2,2,2,"3","2",19.35,0,1
"1770","1",1,1,3,1,1,"1","2",48.75,0,1
"1771","2",65,3,3,3,3,"3","2",109.05,0,1
"1772","2",72,3,2,2,2,"3","2",25,0,1
"1773","1",28,3,1,1,1,"1","2",54.9,0,1
"1774","1",72,3,2,2,2,"3","1",24.75,0,1
"1775","1",2,1,3,3,1,"1","2",91.15,0,1
"1776","1",18,1,2,2,2,"2","1",20.15,0,0
"1777","2",60,3,1,3,3,"2","2",104.35,0,1
"1778","2",26,3,1,1,3,"1","2",66.05,0,1
"1779","1",1,1,1,1,1,"1","2",71.65,0,0
"1780","1",4,1,2,2,2,"1","1",20.35,0,0
"1781","1",68,3,3,3,3,"3","2",92.2,0,1
"1782","1",38,1,1,1,1,"1","2",84.25,3,0
"1783","2",42,3,3,3,3,"2","2",105.2,0,1
"1784","1",57,1,2,2,2,"3","2",19.6,0,1
"1785","1",54,2,1,1,1,"1","1",30.4,0,1
"1786","1",12,1,1,1,3,"1","1",78.1,0,0
"1787","1",44,1,3,1,1,"2","2",61.5,0,1
"1788","1",42,3,3,3,1,"1","2",69.4,0,1
"1789","1",72,3,2,2,2,"3","1",24.75,0,1
"1790","1",71,3,3,3,3,"3","1",91.05,0,1
"1791","1",19,3,1,1,3,"1","1",89.65,1,0
"1792","1",23,3,1,3,3,"1","2",73.65,0,1
"1793","1",30,1,2,2,2,"3","1",19.4,0,1
"1794","1",35,3,2,2,2,"2","1",26.2,0,1
"1795","1",10,3,3,3,3,"1","2",98.7,1,0
"1796","1",1,1,1,1,1,"1","2",43.85,0,1
"1797","1",22,1,1,1,1,"1","2",69.7,0,1
"1798","1",7,2,3,1,1,"3","1",38.55,0,1
"1799","1",36,2,3,1,3,"3","2",53.1,0,1
"1800","1",34,1,2,2,2,"1","1",20.65,0,1
"1801","1",72,3,3,1,1,"3","1",64.45,0,1
"1802","1",36,3,2,2,2,"3","1",25.1,0,1
"1803","1",1,1,1,1,1,"1","1",76.35,0,0
"1804","1",23,3,1,1,1,"1","2",79.15,0,0
"1805","2",32,3,1,1,3,"1","2",85,0,0
"1806","1",71,3,3,1,1,"2","2",95.15,0,1
"1807","2",23,3,1,1,1,"1","2",79.35,0,1
"1808","1",17,1,1,3,3,"2","2",96.65,0,1
"1809","1",1,1,1,3,3,"1","2",75.5,0,1
"1810","1",12,1,2,2,2,"3","1",19.7,0,1
"1811","1",72,1,2,2,2,"3","1",20.5,0,1
"1812","1",1,1,2,2,2,"1","1",19.2,0,1
"1813","2",72,3,1,3,3,"3","1",98.35,0,1
"1814","1",60,3,1,1,1,"1","1",74.35,1,1
"1815","1",61,2,1,3,1,"3","1",51.35,5,1
"1816","1",6,1,1,1,1,"1","1",45.65,0,1
"1817","2",32,3,1,1,3,"1","1",85.3,0,0
"1818","1",31,3,1,3,1,"1","2",86.55,0,0
"1819","1",19,1,1,1,1,"1","2",73.85,0,0
"1820","1",72,1,2,2,2,"3","1",20.3,0,1
"1821","1",32,3,1,1,1,"1","2",54.2,0,1
"1822","1",65,3,1,1,3,"1","2",90.65,0,1
"1823","1",45,2,3,3,3,"1","2",50.9,0,1
"1824","1",42,3,2,2,2,"2","1",25.05,0,1
"1825","1",8,3,1,1,1,"1","2",74.85,0,1
"1826","1",32,1,2,2,2,"3","1",20.5,0,1
"1827","2",22,3,3,1,1,"1","2",63.55,0,1
"1828","2",57,2,1,3,3,"1","2",44.85,4,0
"1829","1",1,1,3,1,1,"1","1",47.95,0,1
"1830","2",1,1,1,1,1,"1","1",45.1,0,0
"1831","1",1,1,1,1,1,"1","2",45,0,1
"1832","1",24,1,1,3,3,"1","2",96,2,0
"1833","1",1,1,2,2,2,"1","1",20.05,0,0
"1834","2",54,3,1,1,3,"1","2",90.05,0,1
"1835","1",4,3,2,2,2,"3","2",25.3,0,1
"1836","1",65,3,3,3,3,"3","1",108.65,6,0
"1837","1",56,3,2,2,2,"2","1",24.3,0,1
"1838","1",45,1,3,3,3,"1","2",75.95,0,1
"1839","1",71,1,2,2,2,"3","1",19.7,0,1
"1840","1",59,1,3,3,1,"2","1",66.4,0,1
"1841","1",69,2,1,1,1,"2","2",35.75,0,1
"1842","1",19,1,2,2,2,"2","1",18.8,0,1
"1843","1",55,1,2,2,2,"3","1",19.4,0,1
"1844","1",38,1,2,2,2,"2","1",19.3,0,1
"1845","1",10,1,1,1,1,"1","2",45.55,0,0
"1846","2",47,3,3,1,1,"1","2",67.45,0,1
"1847","1",2,2,1,1,3,"1","2",35.1,0,0
"1848","1",1,1,1,1,1,"1","1",46.2,0,0
"1849","1",1,1,1,1,1,"1","1",45.15,0,0
"1850","2",1,2,1,1,3,"1","2",43.3,0,0
"1851","1",46,1,2,2,2,"3","2",20.1,0,1
"1852","2",38,1,3,1,1,"1","2",57.15,3,0
"1853","1",65,1,3,1,1,"3","1",58.9,0,1
"1854","1",19,1,3,1,1,"1","2",73.2,0,0
"1855","1",52,1,1,1,3,"1","2",85.35,5,0
"1856","1",71,1,2,2,2,"3","1",19.45,0,1
"1857","1",1,1,1,1,1,"1","1",45.95,0,0
"1858","2",52,2,1,3,1,"1","2",50.5,0,1
"1859","1",6,3,2,2,2,"2","1",25.1,0,1
"1860","2",26,1,1,1,3,"2","1",60.7,0,1
"1861","2",48,3,1,3,3,"2","2",99,0,1
"1862","1",64,3,3,3,3,"2","2",104.4,2,1
"1863","1",3,1,1,3,1,"1","1",83.75,0,0
"1864","1",1,1,1,1,1,"1","2",44.05,0,1
"1865","1",72,3,2,2,2,"3","1",24.1,6,1
"1866","1",1,1,1,1,1,"1","2",45.55,0,1
"1867","1",51,3,3,1,3,"1","2",93.8,0,1
"1868","1",41,1,2,2,2,"3","1",19.7,0,1
"1869","1",72,1,3,3,1,"3","2",70.65,0,1
"1870","1",43,3,3,3,3,"3","1",86.45,0,1
"1871","1",72,3,3,3,3,"3","2",114.1,0,1
"1872","1",47,3,1,3,3,"2","2",95.2,4,1
"1873","1",72,3,3,3,3,"3","1",88.55,0,1
"1874","1",3,1,2,2,2,"1","2",20.75,0,1
"1875","1",1,1,1,1,1,"1","2",70.05,0,0
"1876","1",2,3,1,1,3,"1","2",86,0,0
"1877","1",26,2,3,1,3,"1","2",44.65,0,1
"1878","1",29,1,3,1,3,"1","2",60.2,0,1
"1879","2",35,3,3,3,1,"1","2",100.5,3,0
"1880","1",27,1,3,1,1,"2","1",55.45,0,1
"1881","1",24,1,3,1,3,"1","2",70.3,1,1
"1882","1",67,1,3,1,1,"3","2",60.4,0,1
"1883","1",16,3,1,1,1,"1","1",72.65,0,0
"1884","1",23,1,1,1,1,"2","1",55.8,0,1
"1885","1",14,2,1,1,1,"1","2",31.1,0,1
"1886","1",1,1,2,2,2,"1","2",21,0,0
"1887","2",1,1,1,1,1,"1","1",45.1,0,0
"1888","2",4,2,1,3,3,"1","2",50.95,0,1
"1889","1",16,3,3,1,3,"1","2",69.1,0,1
"1890","1",46,2,1,3,3,"1","2",43.95,0,1
"1891","1",68,3,3,3,3,"3","2",86.5,0,1
"1892","1",38,3,3,1,1,"1","1",69.95,2,1
"1893","2",30,1,1,1,1,"1","2",50.4,0,0
"1894","2",5,1,1,1,3,"1","1",78.95,0,0
"1895","1",17,1,1,1,3,"1","2",90.95,0,1
"1896","1",4,1,2,2,2,"3","1",19.9,0,1
"1897","1",12,1,2,2,2,"2","1",20.15,0,1
"1898","1",72,3,3,3,3,"3","2",90.6,0,1
"1899","1",3,1,1,3,3,"1","2",92,0,1
"1900","1",56,3,1,1,3,"1","2",94.45,5,0
"1901","1",41,3,2,2,2,"2","2",24.85,0,1
"1902","1",40,2,1,1,1,"2","1",36,0,1
"1903","1",7,1,3,3,3,"1","2",78.5,0,1
"1904","1",69,1,2,2,2,"3","1",19.95,0,1
"1905","1",7,1,2,2,2,"2","1",20.65,0,1
"1906","1",5,2,1,1,1,"1","2",30.5,0,1
"1907","1",72,3,3,3,1,"3","1",106.1,0,1
"1908","1",44,1,2,2,2,"2","2",20.5,0,1
"1909","1",65,3,1,3,1,"2","2",95.5,0,1
"1910","1",3,3,1,3,1,"1","1",64.6,0,1
"1911","1",24,1,1,1,1,"1","2",51.1,0,1
"1912","1",44,3,1,1,1,"1","2",84.8,4,0
"1913","2",72,3,3,3,3,"3","1",89.1,0,1
"1914","1",24,1,3,1,1,"1","1",54.95,0,1
"1915","1",1,1,1,1,1,"1","1",50.9,0,0
"1916","1",22,1,2,2,2,"1","2",20.45,0,1
"1917","1",70,3,1,3,3,"3","2",85.95,0,1
"1918","1",25,3,1,3,1,"1","1",60.35,0,1
"1919","1",37,1,2,2,2,"3","1",19.8,2,1
"1920","2",22,3,1,3,1,"1","1",85.35,0,1
"1921","1",59,3,1,3,1,"3","2",72.1,0,1
"1922","1",49,3,1,3,3,"1","2",99.8,2,0
"1923","1",47,3,1,3,3,"1","2",107.35,5,0
"1924","1",31,1,2,2,2,"1","2",19.55,0,0
"1925","1",1,1,1,1,3,"1","2",81.05,0,1
"1926","1",3,1,2,2,2,"1","2",20.5,0,1
"1927","1",53,3,1,3,3,"2","2",111.8,0,1
"1928","1",1,1,2,2,2,"1","1",20.2,0,1
"1929","1",20,1,2,2,2,"2","2",19.7,0,1
"1930","1",3,1,3,1,1,"1","2",79.1,0,0
"1931","1",51,1,2,2,2,"2","2",19.85,0,1
"1932","1",51,1,3,1,1,"2","2",60.5,0,1
"1933","1",13,1,2,2,2,"3","1",19.55,0,1
"1934","1",1,1,2,2,2,"1","1",20.9,0,1
"1935","1",1,1,2,2,2,"1","2",21.05,0,1
"1936","1",63,3,3,1,1,"2","1",71.5,0,1
"1937","1",3,1,1,1,3,"1","1",54.65,0,1
"1938","1",46,1,2,2,2,"3","1",19.2,0,1
"1939","1",1,3,1,1,1,"1","2",49.8,0,1
"1940","1",8,2,1,1,1,"1","1",25.5,0,0
"1941","1",71,1,2,2,2,"3","1",20.5,4,1
"1942","1",55,3,1,3,1,"1","2",90.4,0,1
"1943","1",70,3,1,1,1,"2","2",90.25,0,1
"1944","1",2,1,1,1,3,"1","1",80.75,0,0
"1945","1",67,3,3,3,3,"3","1",104.6,0,1
"1946","1",65,3,1,3,1,"1","2",91.85,8,0
"1947","1",14,1,1,1,1,"1","1",50.2,0,1
"1948","1",20,3,1,1,3,"1","2",95.5,0,1
"1949","1",1,1,1,1,1,"1","2",75.35,0,0
"1950","1",1,3,1,1,1,"1","2",75.45,0,0
"1951","1",49,3,1,3,3,"1","2",95.4,0,1
"1952","1",72,3,3,3,1,"3","2",101.3,0,1
"1953","1",46,3,3,1,1,"1","1",53.1,0,1
"1954","1",24,3,1,1,1,"1","2",84.85,0,1
"1955","1",5,2,1,1,1,"1","1",34.25,0,1
"1956","1",33,3,1,1,1,"1","1",88.6,0,1
"1957","1",42,3,3,1,1,"2","2",60.15,0,1
"1958","1",23,1,3,3,3,"2","2",99.95,0,1
"1959","1",8,1,1,1,1,"1","1",70.7,0,1
"1960","1",66,1,3,1,1,"2","2",54.8,4,1
"1961","1",24,1,3,1,1,"1","2",49.55,0,0
"1962","2",24,3,1,1,1,"1","1",54.8,0,1
"1963","1",69,3,3,1,3,"2","2",78.6,5,0
"1964","1",53,1,1,3,3,"2","2",100.3,0,1
"1965","1",60,2,3,3,3,"3","1",53.6,2,1
"1966","1",7,1,1,3,1,"1","2",81.1,0,0
"1967","1",20,1,2,2,2,"2","2",19.35,0,1
"1968","1",23,3,1,1,3,"1","1",85.6,0,1
"1969","1",72,1,3,3,3,"3","2",80.8,0,1
"1970","1",11,3,1,1,1,"1","2",74.95,0,0
"1971","1",21,1,2,2,2,"3","1",19.6,1,1
"1972","2",1,3,1,3,3,"1","2",93.55,1,0
"1973","2",31,3,1,3,1,"1","2",90.7,0,1
"1974","1",57,1,1,3,1,"3","1",69.75,0,1
"1975","1",45,1,2,2,2,"3","2",20,0,1
"1976","1",10,3,1,1,3,"1","2",95.25,0,1
"1977","1",58,3,1,3,3,"1","2",102.1,6,0
"1978","1",14,1,2,2,2,"1","1",19.95,0,1
"1979","1",27,3,3,3,3,"2","1",80.85,0,1
"1980","1",14,3,1,1,3,"1","2",90.9,1,0
"1981","1",12,2,1,1,1,"1","1",29.2,0,0
"1982","1",69,3,1,1,3,"3","2",93.3,0,1
"1983","1",25,1,1,3,1,"1","2",89.15,0,0
"1984","2",58,3,3,3,3,"2","2",108.85,6,0
"1985","1",35,2,3,3,1,"3","2",46.35,0,1
"1986","2",16,3,1,3,1,"1","2",84.75,0,0
"1987","1",45,3,1,3,3,"2","1",78.75,0,1
"1988","1",17,1,1,3,1,"1","2",83.55,0,1
"1989","1",1,1,1,1,1,"1","2",45.7,0,0
"1990","1",22,1,2,2,2,"2","1",19.6,0,1
"1991","2",1,1,1,1,1,"1","2",69.95,0,0
"1992","1",67,1,3,1,3,"3","1",67.85,0,1
"1993","1",67,3,1,3,3,"3","2",105.65,0,1
"1994","1",2,2,1,3,3,"1","1",44.6,0,0
"1995","1",23,3,1,1,1,"1","2",74.95,0,0
"1996","2",9,1,1,1,1,"1","1",75.5,0,1
"1997","1",5,1,2,2,2,"1","1",20.15,0,1
"1998","1",54,2,3,3,1,"3","1",45.2,0,1
"1999","1",57,1,1,3,3,"3","2",95.25,5,0
"2000","1",24,3,1,3,1,"1","2",89.85,3,0
"2001","1",49,3,1,3,3,"2","1",100.45,4,0
"2002","1",5,3,1,1,1,"1","1",47.15,0,0
"2003","1",2,1,1,1,3,"1","2",80.2,0,0
"2004","1",4,3,1,1,1,"1","2",87.1,0,0
"2005","1",70,3,3,3,1,"3","2",79.25,0,1
"2006","1",5,3,1,1,1,"1","2",75.9,0,0
"2007","1",53,3,3,3,3,"1","1",85.7,0,1
"2008","1",47,3,3,3,1,"1","2",98.75,6,0
"2009","1",31,1,2,2,2,"2","1",20.1,0,1
"2010","1",13,1,1,1,1,"1","1",61.8,0,1
"2011","1",28,3,1,1,1,"1","1",49.9,0,1
"2012","1",10,3,1,1,3,"1","1",86.45,0,0
"2013","1",38,1,2,2,2,"3","1",20.4,0,1
"2014","1",1,1,1,1,1,"1","2",45.3,0,0
"2015","1",67,3,1,3,3,"2","1",104.1,6,0
"2016","1",52,1,3,3,3,"2","2",75.4,0,1
"2017","1",62,1,3,3,3,"3","1",108.15,0,1
"2018","1",16,1,1,1,3,"1","2",86.25,0,1
"2019","2",5,3,1,1,1,"1","2",81,0,0
"2020","1",12,1,1,3,3,"2","1",95.7,0,1
"2021","1",72,3,3,3,3,"3","2",116.85,0,1
"2022","2",71,3,1,3,3,"2","1",105.75,0,1
"2023","1",24,1,2,2,2,"2","1",20.15,0,1
"2024","1",15,1,2,2,2,"3","1",19.6,0,1
"2025","1",67,1,3,1,3,"2","2",90.6,7,0
"2026","1",2,3,3,1,1,"1","1",60.95,0,1
"2027","1",5,2,1,1,1,"1","1",25.05,0,1
"2028","1",15,1,1,3,3,"1","1",88.15,1,0
"2029","1",1,1,2,2,2,"1","2",20.2,0,0
"2030","1",41,1,3,1,1,"2","2",60.3,0,1
"2031","1",43,1,3,1,3,"1","2",63.95,0,1
"2032","2",1,3,1,1,1,"1","1",74.3,0,1
"2033","2",1,1,1,1,1,"1","2",70.6,0,1
"2034","1",26,1,1,3,3,"1","2",90.8,2,0
"2035","1",22,3,1,1,1,"1","2",79.35,1,0
"2036","1",71,3,3,3,3,"3","1",90.55,0,1
"2037","1",7,1,2,2,2,"3","1",19.45,0,1
"2038","2",28,3,1,1,1,"1","1",64.45,0,1
"2039","2",16,1,1,1,1,"1","1",69.65,0,1
"2040","1",7,1,2,2,2,"2","1",19.5,0,1
"2041","1",69,3,1,3,3,"3","2",110.5,4,1
"2042","1",1,2,1,1,1,"1","1",24.7,0,1
"2043","1",3,1,3,3,3,"1","2",77.4,0,1
"2044","2",21,1,1,3,3,"1","2",96.8,2,0
"2045","1",69,3,1,1,1,"1","2",85.4,0,1
"2046","1",71,2,3,1,1,"3","2",47.6,0,1
"2047","1",69,1,2,2,2,"3","1",19.4,0,1
"2048","1",48,3,1,3,3,"1","2",103.85,4,1
"2049","1",47,3,1,1,1,"1","2",83.35,4,0
